Species,Gregariousness,Water.Column,Diet,Habitat,Trophic.Level,BodySize,Activity,Trophic.Level.Cat,BodySize.Cat
Ostorhinchus parvulus,1,1,Planktivore,coral,3.2,4,Night,3,1
Ostorhinchus properuptus,2,3,Invertivore,coral,3.533550772,9,Night,4,2
Ostorhinchus rubrimacula,2,3,Invertivore,coral,3.533550772,10.15,Night,4,2
Ostorhinchus rueppellii,3,2,Invertivore,sand,3.5,12,Night,3,2
Ostorhinchus sealei,1,1,Planktivore,coral,3.5,10,Night,3,2
Ostorhinchus taeniophorus,2,2,Invertivore,coral,3.5,11,Night,3,2
Ostorhinchus wassinki,2,2,Invertivore,coral,3.4,7,Night,3,1
Ostracion cyanurus,1,2,Invertivore,coral,3.2,15,Day,3,2
Ostracion meleagris,1,2,Invertivore,coral,2.9,25,Day,2,3
Ostracion whitleyi,1,2,Invertivore,coral,3.2,15.5,Day,3,3
Othos dentex,1,2,Piscivore,rock,4.5,76,Day,5,5
Oxycercichthys veliferus,1,1,Invertivore,coral,3.64375,13,Night,4,2
Oxycheilinus bimaculatus,1,2,Invertivore,rock,3.5,15,Day,3,2
Oxycheilinus celebicus,1,2,Invertivore,coral,3.8,24,Day,4,3
Oxycheilinus digramma,1,2,Invertivore,coral,3.130447761,40,Day,3,4
Oxycheilinus lineatus,1,1,Invertivore,coral,3.8,18,Day,4,3
Oxycheilinus mentalis,1,1,Invertivore,coral,3.8,20,Day,4,3
Oxycheilinus orientalis,1,2,Invertivore,coral,3.8,20,Day,4,3
Oxycheilinus unifasciatus,1,2,Invertivore,coral,4.1,46,Day,5,4
Oxycirrhites typus,1,1,Invertivore,coral,3.3,13,Day,3,2
Oxyjulis californica,2,2,Invertivore,rock,3.1,25,Day,3,3
Oxylebius pictus,1,2,Invertivore,rock,3.4,25,Day,3,3
Oxymonacanthus longirostris,2,2,Corallivore,coral,3.3,12,Day,3,2
Pachymetopon aeneum,2,2,Grazer,rock,3.2,55,Day,3,5
Pachymetopon blochii,2,2,Grazer,rock,3.4,46,Day,3,4
Pachymetopon grande,2,2,Grazer,rock,3,65,Day,2,5
Pagellus acarne,3,3,Invertivore,rock,3.5,36,Day,3,4
Pagellus erythrinus,3,2,Invertivore,rock,3.4,60,Day,3,5
Pagrus auriga,2,2,Invertivore,rock,3.4,80,Day,3,5
Pagrus pagrus,2,2,Invertivore,rock,3.7,91,Day,4,6
Parablennius gattorugine,1,1,Omnivore,rock,2.9,30,Day,2,3
Parablennius incognitus,1,1,Grazer,rock,2.4,5.8,Day,1,1
Parablennius intermedius,1,1,Grazer,rock,2.4,12,Day,1,2
Parablennius laticlavius,1,1,Invertivore,rock,3.3,8,Day,3,2
Parablennius marmoreus,1,1,Grazer,coral,2.5,8.5,Day,1,2
Parablennius pilicornis,1,1,Grazer,rock,3.2,12.7,Day,3,2
Parablennius rouxi,1,1,Grazer,rock,2.6,8,Day,2,2
Parablennius sanguinolentus,1,1,Microphage,rock,2.1,20,Day,1,3
Parablennius serratolineatus,1,1,Grazer,rock,2.615316206,12.5,Day,2,2
Parablennius tasmanianus,1,1,Grazer,rock,2.4,13,Day,1,2
Parablennius zvonimiri,1,1,Grazer,rock,2.4,7,Day,1,1
Paracaesio sordida,3,3,Planktivore,coral,2.8,48,Day,2,4
Paracaesio xanthura,3,3,Planktivore,coral,3.4,50,Day,3,4
Paracanthurus hepatus,2,2,Omnivore,coral,3.4,31,Day,3,4
Paracentropyge multifasciata,1,2,Grazer,coral,2.819349593,12,Day,2,2
Parachaetodon ocellatus,1,2,Invertivore,coral,2.8,18,Day,2,3
Paracheilinus cyaneus,1,1,Planktivore,coral,3.4,7,Day,3,1
Paracheilinus mccoskeri,1,1,Planktivore,coral,3.4,8,Day,3,2
Paracheilinus nursalim,1,1,Planktivore,coral,3.3,6,Day,3,1
Paracheilinus octotaenia,1,1,Planktivore,coral,3.4,9,Day,3,2
Paracirrhites arcatus,1,1,Invertivore,coral,3.6,20,Day,4,3
Paracirrhites forsteri,1,1,Piscivore,coral,4.3,22,Day,5,3
Paracirrhites hemistictus,1,1,Invertivore,coral,3.8,29,Day,4,3
Paracirrhites nisus,1,1,Invertivore,coral,3.5,8.1,Day,3,2
Paracirrhites xanthus,1,1,Invertivore,coral,3.5,10,Day,3,2
Paragobiodon echinocephalus,1,1,Invertivore,coral,3.1,4,Day,3,1
Paragobiodon xanthosoma,1,1,Grazer,coral,3.1,4,Day,3,1
Parajulis poecilepterus,1,2,Invertivore,rock,3.4,34,Day,3,4
Paralabrax albomaculatus,1,2,Piscivore,coral,4.5,50.8,Day,5,5
Paralabrax auroguttatus,1,1,Piscivore,rock,4.2,71,Day,5,5
Paralabrax clathratus,1,2,Piscivore,rock,3.9,72,Day,4,5
Paralabrax maculatofasciatus,1,1,Piscivore,rock,4.2,60,Day,5,5
Paralabrax nebulifer,1,1,Piscivore,rock,3.5,67,Day,3,5
Paraluteres prionurus,1,2,Omnivore,coral,2.7,11,Day,2,2
Paramonacanthus japonicus,1,2,Grazer,rock,2.8,12,Day,2,2
Paranotothenia magellanica,1,1,Invertivore,rock,3.4,38,Night,3,4
Paranthias colonus,2,3,Planktivore,coral,3.8,35.6,Day,4,4
Paranthias furcifer,2,3,Planktivore,coral,3.1,30,Day,3,3
Parapercis australis,1,1,Invertivore,sand,3.5,24,Day,3,3
Parapercis clathrata,1,1,Invertivore,sand,3.6,24,Day,4,3
Parapercis colias,1,1,Invertivore,rock,3.9,45,Day,4,4
Parapercis haackei,1,1,Invertivore,sand,3.4,11,Day,3,2
Parapercis hexophtalma,1,1,Invertivore,sand,3.6,29,Day,4,3
Parapercis lineopunctata,1,1,Invertivore,sand,3.9,74.1,Day,4,5
Parapercis millepunctata,1,1,Invertivore,sand,3.5,18,Day,3,3
Parapercis multiplicata,1,1,Invertivore,sand,3.5,15,Day,3,2
Parapercis pacifica,1,1,Invertivore,sand,3.5,18.6,Day,3,3
Parapercis queenslandica,1,1,Invertivore,sand,3.6,29,Day,4,3
Parapercis ramsayi,1,1,Invertivore,sand,3.5,20,Day,3,3
Parapercis schauinslandii,1,1,Invertivore,sand,3.4,18,Day,3,3
Parapercis snyderi,1,1,Invertivore,sand,3.4,11,Day,3,2
Parapercis stricticeps,1,1,Invertivore,sand,3.5,18,Day,3,3
Parapercis tetracantha,1,1,Invertivore,sand,3.6,26,Day,4,3
Parapercis xanthogramma,1,1,Invertivore,sand,3.5,17.44,Day,3,3
Parapercis xanthozona,1,1,Invertivore,sand,3.6,23,Day,4,3
Paraplesiops bleekeri,1,2,Invertivore,rock,3.8,40,Night,4,4
Paraplesiops meleagris,1,2,Invertivore,rock,4,36,Night,4,4
Paraplesiops poweri,1,2,Invertivore,rock,3.6,8.3,Night,4,2
Paraplotosus butleri,1,2,Invertivore,coral,3.4,32.5,Night,3,4
Paraplotosus muelleri,1,2,Invertivore,coral,3.4,26.8,Night,3,3
Parapriacanthus dispar,2,2,Planktivore,coral,3.4,16,Night,3,3
Parapriacanthus elongatus,3,2,Invertivore,rock,3.5,14,Night,3,2
Parapriacanthus ransonneti,3,2,Invertivore,coral,3.4,10,Night,3,2
Parapristipoma octolineatum,2,2,Invertivore,rock,3.6,50,Night,4,4
Parapristipoma trilineatum,2,2,Invertivore,rock,3.4,40,Night,3,4
Parascorpis typus,1,3,Invertivore,rock,3.2,60,Day,3,5
Paratrachichthys trailli,2,2,Planktivore,rock,3.5,24.6,Night,3,3
Pareques acuminatus,3,1,Invertivore,coral,3.6,23,Night,4,3
Pareques perissa,3,1,Invertivore,coral,3.5,30,Night,3,3
Pareques viola,3,1,Invertivore,coral,3.5,25,Night,3,3
Parequula melbournensis,2,3,Invertivore,sand,3.3,22,Night,3,3
Parioglossus dotui,1,1,Planktivore,sand,3.2,4,Day,3,1
Parioglossus interruptus,2,2,Planktivore,sand,3.1,2.5,Day,3,1
Paristiopterus gallipavo,1,2,Invertivore,rock,3.5,100,Day,3,6
Parma alboscapularis,1,2,Grazer,rock,2,22,Day,1,3
Parma bicolor,1,2,Grazer,rock,2.7,14,Day,2,2
Parma kermadecensis,1,2,Grazer,rock,2.7,22,Day,2,3
Parma mccullochi,1,2,Grazer,rock,2.8,30,Day,2,3
Parma microlepis,1,2,Grazer,rock,2.7,20,Day,2,3
Parma occidentalis,1,2,Grazer,rock,2.7,30,Day,2,3
Parma oligolepis,1,2,Grazer,rock,2.7,20,Day,2,3
Parma polylepis,1,2,Grazer,rock,2.7,21,Day,2,3
Parma unifasciata,1,2,Grazer,rock,2.7,20,Day,2,3
Parma victoriae,1,2,Grazer,rock,2.8,25,Day,2,3
Parupeneus barberinoides,2,2,Invertivore,sand,3.4,30,Day,3,3
Parupeneus barberinus,2,2,Invertivore,sand,3.4,60,Day,3,5
Parupeneus chrysopleuron,2,2,Invertivore,sand,3.5,55,Day,3,5
Parupeneus ciliatus,2,2,Invertivore,sand,3.5,38,Day,3,4
Parupeneus crassilabris,2,2,Invertivore,sand,3.5,35,Day,3,4
Parupeneus cyclostomus,2,2,Piscivore,sand,4.2,50,Day,5,4
Parupeneus forsskali,2,2,Invertivore,sand,3.3,28,Day,3,3
Parupeneus heptacanthus,1,2,Invertivore,sand,3.4,36,Day,3,4
Parupeneus indicus,2,2,Invertivore,sand,3.5,45,Day,3,4
Parupeneus insularis,2,2,Invertivore,sand,3.7,30,Day,4,3
Parupeneus macronemus,2,2,Invertivore,sand,3.5,40,Day,3,4
Parupeneus multifasciatus,2,2,Invertivore,sand,3.5,35,Day,3,4
Parupeneus pleurostigma,2,2,Invertivore,sand,3.4,33,Day,3,4
Parupeneus porphyreus,2,2,Invertivore,sand,3.5,51,Day,3,5
Parupeneus spilurus,2,2,Invertivore,sand,3.6,47,Day,4,4
Patagonotothen cornucola,1,1,Invertivore,rock,3.4,11,Night,3,2
Patagonotothen longipes,1,1,Invertivore,rock,3.6,18,Night,4,3
Patagonotothen squamiceps,1,1,Invertivore,rock,3.6,18,Night,4,3
Patagonotothen tessellata,1,1,Invertivore,rock,3.7,28,Night,4,3
Patagonotothen wiltoni,1,1,Invertivore,rock,3.5,13,Night,3,2
Pelates octolineatus,3,2,Invertivore,sand,2.6,28,Day,2,3
Pelates quadrilineatus,3,2,Invertivore,sand,3.5,30,Day,3,3
Helotes sexlineatus,3,2,Invertivore,sand,2,20,Day,1,3
Pelsartia humeralis,3,2,Invertivore,sand,3,38,Day,2,4
Pempheris adspersa,3,2,Invertivore,rock,3,15,Night,2,2
Pempheris adusta,3,2,Invertivore,coral,3.4,17,Night,3,3
Pempheris affinis,3,2,Invertivore,rock,3.4,17,Night,3,3
Pempheris analis,3,2,Invertivore,coral,3.4,20,Night,3,3
Pempheris compressa,3,2,Invertivore,rock,3.5,20,Night,3,3
Pempheris klunzingeri,3,2,Invertivore,rock,3.4,21,Night,3,3
Pempheris mangula,3,2,Invertivore,coral,3.4,16,Night,3,3
Pempheris molucca,3,2,Invertivore,coral,3.3,15,Night,3,2
Pempheris multiradiata,3,2,Invertivore,rock,3.5,28,Night,3,3
Pempheris ornata,3,2,Invertivore,rock,3.3,7.5,Night,3,2
Pempheris oualensis,3,2,Invertivore,coral,3.6,20,Night,4,3
Pempheris schomburgkii,3,2,Invertivore,coral,3.1,15,Night,3,2
Pempheris schwenkii,3,2,Invertivore,coral,3.4,15,Night,3,2
Pempheris vanicolensis,3,2,Invertivore,coral,3.5,20,Night,3,3
Pentaceropsis recurvirostris,1,2,Invertivore,rock,3,61,Day,2,5
Pentapodus aureofasciatus,1,2,Invertivore,coral,3.6,29,Day,4,3
Pentapodus caninus,1,2,Invertivore,coral,3.6,35,Day,4,4
Pentapodus emeryii,1,2,Planktivore,sand,3.633333333,29,Day,4,3
Pentapodus paradiseus,1,2,Invertivore,coral,3.7,30,Day,4,3
Pentapodus porosus,1,2,Invertivore,rock,3.6,27,Day,4,3
Pentapodus trivittatus,1,2,Invertivore,coral,3.6,25,Day,4,3
Pentapodus vitta,1,2,Invertivore,sand,3.6,31,Day,4,4
Pervagor alternans,1,2,Omnivore,coral,2.9,16,Day,2,3
Pervagor aspricaudus,1,2,Omnivore,coral,2.9,13,Day,2,2
Pervagor janthinosoma,1,2,Omnivore,coral,2.9,13,Day,2,2
Pervagor marginalis,1,2,Omnivore,coral,2.9,6.2,Day,2,1
Pervagor melanocephalus,1,2,Omnivore,coral,2.9,16,Day,2,3
Petroscirtes breviceps,1,1,Omnivore,rock,2.1,11,Day,1,2
Petroscirtes fallax,1,1,Omnivore,coral,2.2,9.5,Day,1,2
Petroscirtes lupus,1,1,Grazer,rock,2.1,13,Day,1,2
Petroscirtes mitratus,1,1,Omnivore,coral,2,8.5,Day,1,2
Phanerodon atripes,3,3,Invertivore,rock,3.4,29,Day,3,3
Pholidapus dybowskii,1,1,Invertivore,rock,3.1,46,Day,3,4
Pholis crassispina,1,1,Planktivore,rock,3.3,25,Day,3,3
Pholis gunnellus,1,1,Planktivore,rock,3.5,25,Day,3,3
Phycodurus eques,1,1,Planktivore,rock,3.3,43,Day,3,4
Phyllogobius platycephalops,1,1,Invertivore,coral,3.148550725,7.632458983,Day,3,2
Phyllopteryx taeniolatus,1,1,Planktivore,rock,3.5,46,Day,3,4
Pictichromis paccagnellae,1,1,Invertivore,coral,3.5,7,Night,3,1
Pictichromis porphyrea,1,1,Invertivore,coral,3.5,6,Night,3,1
Pictilabrus laticlavius,1,2,Invertivore,rock,3.5,30,Day,3,3
Pictilabrus viridis,1,2,Invertivore,rock,3.4,14,Day,3,2
Pinguipes brasilianus,1,2,Invertivore,rock,3.8,70,Day,4,5
Pinguipes chilensis,1,2,Invertivore,rock,3.4,50,Day,3,4
Plagiotremus azaleus,1,1,Invertivore,coral,4.4,10,Day,5,2
Plagiotremus ewaensis,1,1,Invertivore,coral,4.2,10.2,Day,5,2
Plagiotremus goslinei,1,1,Invertivore,coral,4,6.4,Day,4,1
Plagiotremus laudandus,1,1,Invertivore,coral,4,8,Day,4,2
Plagiotremus phenax,1,1,Invertivore,coral,4,8,Day,4,2
Plagiotremus rhinorhynchos,1,1,Invertivore,coral,4.5,12,Day,5,2
Plagiotremus tapeinosoma,1,1,Invertivore,coral,3.8,14,Day,4,2
Plagiotremus townsendi,1,1,Invertivore,coral,3.8,6,Day,4,1
Platax batavianus,2,2,Invertivore,coral,3.5,65,Day,3,5
Platax boersii,2,3,Invertivore,coral,3.55,57.5,Day,4,5
Platax orbicularis,2,2,Invertivore,coral,3.3,50,Day,3,4
Platax pinnatus,2,2,Invertivore,coral,3.3,45,Day,3,4
Platax teira,2,2,Invertivore,coral,4,70,Day,4,5
Platycephalus bassensis,1,1,Piscivore,sand,4.3,46,Night,5,4
Platycephalus endrachtensis,1,1,Piscivore,sand,3.7,76,Night,4,5
Platycephalus fuscus,1,1,Piscivore,sand,4.1,120,Night,5,6
Platycephalus laevigatus,1,1,Invertivore,sand,4.1,50,Night,5,4
Platycephalus richardsoni,1,1,Piscivore,sand,3.9,65,Night,4,5
Platycephalus speculator,1,1,Piscivore,sand,3.9,90,Night,4,6
Plectorhinchus albovittatus,1,2,Invertivore,coral,3.9,100,Night,4,6
Plectorhinchus chaetodonoides,1,2,Invertivore,coral,3.8,72,Night,4,5
Plectorhinchus chrysotaenia,1,2,Invertivore,coral,3.5,41,Night,3,4
Plectorhinchus diagrammus,1,2,Invertivore,coral,3.4,40,Night,3,4
Plectorhinchus flavomaculatus,1,2,Invertivore,coral,4,60,Night,4,5
Plectorhinchus gibbosus,1,2,Invertivore,coral,3.6,75,Night,4,5
Plectorhinchus lessonii,1,2,Invertivore,coral,3.79981685,66.33333333,Day,4,5
Plectorhinchus lineatus,1,2,Invertivore,coral,3.9,72,Night,4,5
Plectorhinchus multivittatus,1,2,Invertivore,coral,4,50,Night,4,4
Plectorhinchus picus,1,2,Invertivore,coral,3.9,84,Night,4,6
Plectorhinchus polytaenia,1,2,Invertivore,coral,4,50,Night,4,4
Plectorhinchus schotaf,1,2,Invertivore,coral,3.8,80,Night,4,5
Plectorhinchus vittatus,1,2,Invertivore,coral,3.8,72,Night,4,5
Plectranthias nanus,1,1,Piscivore,coral,3.4,5,Day,3,1
Plectroglyphidodon dickii,2,2,Invertivore,coral,3.4,11,Day,3,2
Plectroglyphidodon flaviventris,2,2,Invertivore,coral,2.4,7,Day,1,1
Plectroglyphidodon imparipennis,2,2,Invertivore,coral,3.2,6,Day,3,1
Plectroglyphidodon johnstonianus,2,2,Invertivore,coral,3.4,14,Day,3,2
Plectroglyphidodon lacrymatus,2,2,Grazer,coral,2.2,10,Day,1,2
Plectroglyphidodon leucozonus,2,2,Grazer,coral,2,12,Day,1,2
Plectroglyphidodon phoenixensis,2,2,Invertivore,coral,2,9,Day,1,2
Plectropomus areolatus,1,2,Piscivore,coral,4.5,73,Day,5,5
Plectropomus laevis,1,2,Piscivore,coral,4.1,125,Day,5,6
Plectropomus leopardus,1,3,Piscivore,coral,4.5,120,Day,5,6
Plectropomus maculatus,1,2,Piscivore,coral,4.1,100,Day,5,6
Plectropomus oligacanthus,1,2,Piscivore,coral,4.230725624,107.6,Day,5,6
Plectropomus pessuliferus,1,2,Piscivore,coral,4.3,120,Day,5,6
Pleuronichthys coenosus,1,1,Invertivore,sand,3.2,36,Night,3,4
Pleurosicya elongata,1,1,Invertivore,coral,3.2,4,Day,3,1
Pleurosicya mossambica,1,1,Grazer,coral,3.1,3,Day,3,1
Plotosus canius,2,1,Invertivore,sand,3.5,25.15,Night,3,3
Plotosus japonicus,1,2,Invertivore,rock,3.5,18.3,Night,3,3
Plotosus lineatus,3,2,Invertivore,coral,3.5,35,Night,3,4
Pogonoperca punctata,1,2,Invertivore,coral,3.884353741,35,Day,4,4
Pollachius pollachius,2,2,Piscivore,rock,4.2,130,Night,5,6
Pollachius virens,2,2,Piscivore,rock,4.4,130,Night,5,6
Pomacanthus arcuatus,1,2,Invertivore,coral,2.9,60,Day,2,5
Pomacanthus imperator,1,2,Omnivore,coral,2.7,40,Day,2,4
Pomacanthus navarchus,1,2,Invertivore,coral,2.7,28,Day,2,3
Pomacanthus paru,1,2,Invertivore,coral,2.8,41.1,Day,2,4
Pomacanthus semicirculatus,1,2,Omnivore,coral,2.5,40,Day,1,4
Pomacanthus sexstriatus,1,2,Invertivore,coral,2.6,46,Day,2,4
Pomacanthus xanthometopon,1,2,Invertivore,coral,2.7,38,Day,2,4
Pomacanthus zonipectus,1,2,Invertivore,coral,3.1,46,Day,3,4
Pomacentrus adelus,2,2,Omnivore,coral,2.7,8.5,Day,2,2
Pomacentrus albimaculus,2,2,Grazer,coral,2,7,Day,1,1
Pomacentrus alexanderae,2,2,Omnivore,coral,3.1,9,Day,3,2
Pomacentrus alleni,2,2,Omnivore,coral,2.7,6,Day,2,1
Pomacentrus amboinensis,2,2,Omnivore,coral,2.4,9,Day,1,2
Pomacentrus aurifrons,2,2,Grazer,coral,3.4,6.2,Day,3,1
Pomacentrus auriventris,2,2,Omnivore,coral,2.7,5.5,Day,2,1
Pomacentrus australis,2,2,Omnivore,coral,2.7,8,Day,2,2
Pomacentrus baenschi,2,2,Grazer,coral,2.6,10,Day,2,2
Pomacentrus bankanensis,2,2,Omnivore,coral,2,9,Day,1,2
Pomacentrus brachialis,2,2,Omnivore,coral,2.6,8,Day,2,2
Pomacentrus burroughi,2,2,Grazer,coral,2,8.5,Day,1,2
Pomacentrus caeruleus,2,2,Omnivore,coral,2.7,10,Day,2,2
Pomacentrus callainus,2,2,Omnivore,coral,2.7,9,Day,2,2
Pomacentrus chrysurus,2,2,Omnivore,coral,2.6,9,Day,2,2
Pomacentrus coelestis,2,2,Omnivore,coral,3.2,9,Day,3,2
Pomacentrus cuneatus,2,2,Omnivore,coral,2.7,7.5,Day,2,2
Pomachromis fuscidorsalis,2,2,Omnivore,coral,2.74490947,6,Day,2,1
Pomacentrus grammorhynchus,2,2,Grazer,coral,2.7,9,Day,2,2
Pomacentrus imitator,2,2,Omnivore,coral,2.6,11,Day,2,2
Pomacentrus indicus,2,2,Omnivore,coral,2.6,11,Day,2,2
Pomacentrus lepidogenys,2,2,Omnivore,coral,3.4,9,Day,3,2
Pomacentrus limosus,2,2,Grazer,coral,2.8,4.6,Day,2,1
Pomacentrus microspilus,2,2,Omnivore,coral,2.7,9,Day,2,2
Pomacentrus milleri,2,2,Omnivore,coral,2.8,7.5,Day,2,2
Pomacentrus moluccensis,2,2,Omnivore,coral,2.4,9,Day,1,2
Pomacentrus nagasakiensis,2,2,Omnivore,coral,2.3,10,Day,1,2
Pomacentrus nigromanus,2,2,Grazer,coral,3.2,9,Day,3,2
Pomacentrus nigromarginatus,2,2,Omnivore,coral,2.6,8,Day,2,2
Pomacentrus opisthostigma,1,1,Planktivore,coral,2.7,7,Day,2,1
Pomacentrus pavo,2,2,Omnivore,coral,3,8.5,Day,2,2
Pomacentrus philippinus,2,2,Omnivore,coral,2.7,10,Day,2,2
Pomacentrus reidi,2,2,Omnivore,coral,2.6,9,Day,2,2
Pomacentrus simsiang,2,2,Grazer,coral,2.7,7,Day,2,1
Pomacentrus smithi,1,1,Planktivore,coral,2.72,7,Day,2,1
Pomacentrus spilotoceps,2,2,Omnivore,coral,2.7,9,Day,2,2
Pomacentrus sulfureus,2,2,Omnivore,coral,2.6,11,Day,2,2
Pomacentrus trichrourus,2,2,Omnivore,coral,2.7,11,Day,2,2
Pomacentrus trilineatus,2,2,Omnivore,coral,2.6,10,Day,2,2
Pomacentrus tripunctatus,2,2,Omnivore,coral,2,7.5,Day,1,2
Pomacentrus vaiuli,2,2,Omnivore,coral,3.1,10,Day,3,2
Pomacentrus wardi,2,2,Grazer,coral,2,8,Day,1,2
Pomachromis richardsoni,3,2,Planktivore,coral,3,6,Day,2,1
Pomadasys incisus,3,2,Invertivore,rock,3.8,50,Night,4,4
Pomatomus saltatrix,3,4,Piscivore,water column,4.5,130,Day,5,6
Pomatoschistus minutus,1,1,Invertivore,sand,3.2,11,Day,3,2
Pomatoschistus pictus,1,1,Planktivore,sand,3.1,6,Day,3,1
Porichthys notatus,1,1,Invertivore,rock,4,38,Day,4,4
Premnas biaculeatus,2,2,Planktivore,coral,2.8,17,Day,2,3
Priacanthus blochii,2,2,Piscivore,coral,4,35,Night,4,4
Priacanthus hamrur,2,2,Invertivore,coral,3.6,45,Night,4,4
Prionurus laticlavius,3,2,Grazer,coral,2.7,60,Day,2,5
Prionurus maculatus,3,2,Grazer,coral,2,45,Day,1,4
Prionurus microlepidotus,3,2,Grazer,rock,2.7,70,Day,2,5
Prionurus punctatus,3,2,Grazer,coral,2,60,Day,1,5
Prionurus scalprum,3,2,Grazer,rock,2,50,Day,1,4
Pristiapogon exostigma,2,3,Invertivore,coral,3.7,12,Night,4,2
Pristiapogon fraenatus,2,3,Invertivore,coral,3.5,10,Night,3,2
Pristiapogon kallopterus,1,3,Invertivore,coral,3.533550772,12,Night,4,2
Pristicon rhodopterus,2,2,Invertivore,coral,3.533550772,10.15,Night,4,2
Pristicon trimaculatus,2,3,Invertivore,coral,3.5,14.2,Night,3,2
Prognathodes aculeatus,2,2,Invertivore,coral,3.2,10,Day,3,2
Prognathodes falcifer,2,2,Invertivore,coral,3.3,15,Day,3,2
Prolatilus jugularis,1,2,Invertivore,rock,3.7,40,Day,4,4
Psammoperca waigiensis,1,2,Invertivore,rock,4,47,Day,4,4
Pseudanthias bicolor,3,3,Planktivore,coral,3.4,13,Day,3,2
Pseudanthias dispar,3,3,Planktivore,coral,3.3,9.5,Day,3,2
Pseudanthias evansi,3,3,Planktivore,coral,3.4,12,Day,3,2
Pseudanthias hiva,3,3,Planktivore,coral,3.4,10,Day,3,2
Pseudanthias huchtii,3,3,Planktivore,coral,3.4,12,Day,3,2
Pseudanthias hypselosoma,3,3,Planktivore,coral,3.5,19,Day,3,3
Pseudanthias ignitus,3,3,Planktivore,coral,3.1,9,Day,3,2
Pseudanthias lori,3,3,Planktivore,coral,3.4,12,Day,3,2
Pseudanthias mooreanus,3,3,Planktivore,coral,3.3,7.2,Day,3,2
Pseudanthias olivaceus,3,3,Planktivore,coral,3.4,8.8,Day,3,2
Pseudanthias pascalus,3,3,Planktivore,coral,3.3,20,Day,3,3
Pseudanthias pictilis,3,3,Planktivore,coral,3.4,13.5,Day,3,2
Pseudanthias pleurotaenia,3,3,Planktivore,coral,3.4,20,Day,3,3
Pseudanthias regalis,3,3,Planktivore,coral,3.3,6.2,Day,3,1
Pseudanthias rubrizonatus,3,3,Planktivore,coral,3.4,12,Day,3,2
Pseudanthias smithvanizi,1,1,Piscivore,coral,3.4,9.5,Day,3,2
Pseudanthias squamipinnis,3,3,Planktivore,coral,3.4,15,Day,3,2
Pseudanthias taeniatus,1,1,Piscivore,coral,3.4,13,Day,3,2
Pseudanthias tuka,3,3,Planktivore,coral,3.6,12,Day,4,2
Pseudobalistes flavimarginatus,1,2,Invertivore,coral,3.4,60,Day,3,5
Pseudobalistes fuscus,1,2,Invertivore,coral,3.5,55,Day,3,5
Pseudobalistes naufragium,1,2,Invertivore,sand,3.4,100,Day,3,6
Pseudoblennius cottoides,1,1,Piscivore,rock,4.2,13,Day,5,2
Pseudocaranx dentex,3,4,Invertivore,water column,3.997959184,85,Day,4,6
Pseudocaranx wrighti,3,4,Invertivore,water column,3.4,70,Day,3,5
Pseudocheilinops ataenia,1,1,Invertivore,coral,3.4,6.5,Day,3,1
Pseudocheilinus evanidus,1,2,Invertivore,coral,3.5,8,Day,3,2
Pseudocheilinus hexataenia,1,2,Invertivore,coral,3.2,10,Day,3,2
Pseudocheilinus ocellatus,1,1,Invertivore,coral,3.5,11,Day,3,2
Pseudocheilinus octotaenia,1,2,Invertivore,coral,3.4,14,Day,3,2
Pseudocheilinus tetrataenia,1,2,Invertivore,coral,3.2,7.5,Day,3,2
Pseudochromis ammeri,1,1,Invertivore,coral,3.4,6.5,Day,3,1
Pseudochromis bitaeniatus,1,1,Invertivore,coral,3.7,12,Night,4,2
Pseudochromis cyanotaenia,1,2,Invertivore,coral,3.557142857,8.642857143,Night,4,2
Pseudochromis elongatus,1,1,Invertivore,coral,3.5,7,Day,3,1
Pseudochromis flammicauda,1,2,Invertivore,coral,3.3,5.5,Day,3,1
Pseudochromis flavivertex,1,1,Invertivore,coral,3.5,7.2,Night,3,2
Pseudochromis fridmani,1,1,Invertivore,coral,3.5,6.3,Night,3,1
Pseudochromis fuscus,1,1,Invertivore,coral,3.6,10,Night,4,2
Pseudochromis marshallensis,1,1,Invertivore,coral,3.5,8,Night,3,2
Pseudochromis olivaceus,1,1,Invertivore,coral,3.6,9,Night,4,2
Pseudochromis perspicillatus,1,1,Invertivore,coral,3.6,12,Day,4,2
Pseudochromis springeri,1,1,Invertivore,coral,3.5,5.5,Day,3,1
Pseudochromis wilsoni,1,1,Invertivore,coral,3.5,8,Night,3,2
Pseudocoris aurantiofasciata,2,2,Invertivore,coral,3.4,20,Day,3,3
Pseudocoris bleekeri,1,1,Invertivore,coral,3.4,15,Day,3,2
Pseudocoris yamashiroi,2,2,Invertivore,coral,3.4,16,Day,3,3
Pseudodax moluccanus,1,2,Invertivore,coral,2.8,30,Day,2,3
Pseudojuloides atavai,2,2,Invertivore,coral,3.4,13,Day,3,2
Pseudojuloides cerasinus,2,2,Invertivore,coral,3.3,12.3,Day,3,2
Pseudojuloides elongatus,2,2,Invertivore,coral,3.4,14,Day,3,2
Pseudolabrus biserialis,1,2,Invertivore,rock,3.5,25,Day,3,3
Pseudolabrus fuentesi,1,2,Invertivore,coral,3.4,13.5,Day,3,2
Pseudolabrus guentheri,1,2,Invertivore,rock,3.5,18,Day,3,3
Pseudolabrus luculentus,2,2,Invertivore,coral,3.5,25,Day,3,3
Pseudolabrus miles,1,2,Invertivore,rock,3.6,27.2,Day,4,3
