"max_length","trophic_level","thermal_mp_5min_95max","thermal_95thmax","trophic_group","water_column","diel_activity","habitat","sp_name"
10,3.3,27.149,29.021,"benthic invertivore","benthic","day","sand","Synchiropus morrisoni"
7.5,3.3,16.929,24.56,"benthic invertivore","benthic","day","sand","Nesogobius hinsbyi"
7,3.3,16.352,21.716,"benthic invertivore","benthic","day","sand","Nesogobius pulchellus"
30,3.1,24.744525,29.34405,"planktivore","demersal","day","rock","Nexilosus latifrons"
32,2,23.6118,27.27435,"scraping herbivore","demersal","day","coral","Nicholsina denticulata"
20,4,21.6824,24.92,"benthic invertivore","benthic","day","coral","Notocirrhitus splendens"
4.4,3.3,17.747,21.512,"benthic invertivore","benthic","day","rock","Notoclinops segmentatus"
5.2,3.2,18.1295,21.436,"benthic invertivore","benthic","day","rock","Notoclinops yaldwyni"
18.2,3.9,17.6145,21.247,"benthic invertivore","benthic","day","rock","Notoclinus fenestratus"
23.9,3.3,16.7845,21.573,"benthic invertivore","demersal","day","rock","Notolabrus celidotus"
30,3.6,13.806,15.685,"benthic invertivore","demersal","day","rock","Notolabrus cinctus"
40,3.5,15.894,21.436,"benthic invertivore","demersal","day","rock","Notolabrus fucicola"
49,3.4,19.622,25.14,"benthic invertivore","demersal","day","rock","Notolabrus gymnogenis"
50,3.5,20.099,24.92,"benthic invertivore","demersal","day","coral","Notolabrus inscriptus"
49,3.5,18.4175,23.502,"benthic invertivore","demersal","day","rock","Notolabrus parilus"
50,3.5,16.013125,21.68325,"benthic invertivore","demersal","day","rock","Notolabrus tetricus"
30,3.3,27.345,31.174,"benthic invertivore","demersal","day","sand","Novaculichthys taeniourus"
34,3,19.0631,28.2472,"benthic invertivore","pelagic site attached","day","rock","Oblada melanura"
86.3,4,26.58,31.063,"benthic invertivore","demersal","day","coral","Ocyurus chrysurus"
27,2.4,17.26,19.894,"browsing herbivore","demersal","day","rock","Odax cyanoallix"
40,2.1,17.7653,21.5486,"browsing herbivore","demersal","day","rock","Odax pullus"
30,3.5,25.722,31.063,"planktivore","benthic","night","coral","Odontoscion dentex"
25,4.1,23.4715,26.17,"higher carnivore","benthic","night","coral","Odontoscion eurymesops"
30,3.7,26.42925,30.0405,"higher carnivore","benthic","night","coral","Odontoscion xanthops"
50,3.2,26.74,31.382,"planktivore","demersal","day","sand","Odonus niger"
20.3,3.4,23.4935,25.592,"benthic invertivore","benthic","night","sand","Ogcocephalus darwini"
10,3.7,24.2265,28.414,"benthic invertivore","benthic","night","coral","Ogilbyina novaehollandiae"
15,3.9,24.97975,29.8045,"benthic invertivore","benthic","night","coral","Ogilbyina queenslandiae"
55,2,17.8865,23.239,"browsing herbivore","demersal","day","rock","Olisthops cyanomelas"
25,3.3,16.9994,23.0443,"benthic invertivore","demersal","day","sand","Omegophora armilla"
18,3.3,18.957625,22.24325,"benthic invertivore","demersal","day","rock","Omegophora cyanopunctata"
8,2.6,20.2895,23.479,"browsing herbivore","benthic","day","rock","Omobranchus germaini"
19,2,24.727,30.577,"browsing herbivore","benthic","day","rock","Ophioblennius atlanticus"
18,2.7,25.4915,30.21,"browsing herbivore","benthic","day","rock","Ophioblennius steindachneri"
152,4.3,9.187125,19.55225,"higher carnivore","demersal","day","rock","Ophiodon elongatus"
41,3.5,18.7685,24.56,"benthic invertivore","demersal","day","rock","Ophthalmolepis lineolata"
20,3.1,15.7563,26.3362,"benthic invertivore","benthic","day","rock","Opisthocentrus ocellatus"
15,3.1,15.8505,26.6,"benthic invertivore","benthic","day","rock","Opisthocentrus tenuis"
12,3.1,15.8034,26.4681,"benthic invertivore","benthic","day","rock","Opisthocentrus zonope"
10,3.1,27.6371,30.6234,"planktivore","benthic","day","sand","Opistognathus aurifrons"
50,3.9,27.8874,32.395,"planktivore","benthic","day","sand","Opistognathus darwiniensis"
28.1866298353392,3.52720816173983,29.8459,30.4598,"benthic invertivore","benthic","night","sand","Opistognathus randalli"
90,2.7,18.642,22.345,"benthic invertivore","demersal","day","sand","Oplegnathus conwayi"
66,3.3,23.4715,26.17,"benthic invertivore","demersal","day","sand","Oplegnathus insignis"
12,3.5,18.6105,23.239,"benthic invertivore","demersal","night","rock","Optivus agastos"
10,3.3,13.195,19.586,"benthic invertivore","benthic","day","rock","Orthonopias triacis"
30.5,3.5,23.6715,27.198,"benthic invertivore","demersal","night","sand","Orthopristis forbesi"
11,3.3,26.6831247692616,30.6193939547062,"benthic invertivore","demersal","night","coral","Ostorhinchus angustatus"
14.5,2.91369863,26.396,28.517,"benthic invertivore","demersal","night","coral","Ostorhinchus aureus"
12,3.5,26.5937283981826,30.4752964202688,"benthic invertivore","demersal","night","coral","Ostorhinchus compressus"
10,3.5,26.6688133672236,30.5985008336612,"benthic invertivore","demersal","night","coral","Ostorhinchus cookii"
8,3.4,26.5382007042276,30.3792326464578,"benthic invertivore","demersal","night","coral","Ostorhinchus cyanosoma"
5,3.39147125563171,28.449,29.709,"planktivore","demersal","night","coral","Ostorhinchus luteus"
11,3.533550772,26.6709,30.5598,"benthic invertivore","demersal","night","coral","Ostorhinchus nigrofasciatus"
4,3.33514004661972,29.89415,31.0423,"planktivore","demersal","night","coral","Ostorhinchus parvulus"
9,3.533550772,24.14525,29.7795,"benthic invertivore","demersal","night","coral","Ostorhinchus properuptus"
10.15,3.533550772,27.4394,30.402,"benthic invertivore","demersal","night","coral","Ostorhinchus rubrimacula"
10,3.42790902435054,28.991975,31.0416,"planktivore","demersal","night","coral","Ostorhinchus sealei"
7,3.4,26.919,31.377,"benthic invertivore","demersal","night","coral","Ostorhinchus wassinki"
45,3.4,23.9025,31.635,"benthic invertivore","demersal","day","coral","Ostracion cubicus"
15,3.2,26.7095,32.026,"benthic invertivore","demersal","day","coral","Ostracion cyanurus"
25,3.3,23.5558,31.6686,"benthic invertivore","demersal","day","coral","Ostracion immaculatus"
25,2.9,26.570525,30.79595,"benthic invertivore","demersal","day","coral","Ostracion meleagris"
12,3.2,27.7961,31.3202,"benthic invertivore","demersal","day","coral","Ostracion solorensis"
15.5,3.2,27.453425,29.298,"benthic invertivore","demersal","day","coral","Ostracion whitleyi"
76,4.5,18.8167,22.784,"higher carnivore","demersal","day","rock","Othos dentex"
13,3.64375,24.921,29.687,"benthic invertivore","demersal","night","coral","Oxycercichthys veliferus"
15,3.5,23.03695,29.9039,"benthic invertivore","demersal","day","rock","Oxycheilinus bimaculatus"
24,3.8,29.6065,31.435,"benthic invertivore","demersal","day","coral","Oxycheilinus celebicus"
40,3.130447761,26.966,31.39,"benthic invertivore","demersal","day","coral","Oxycheilinus digramma"
20,3.21056605658869,22.3815,28.56725,"benthic invertivore","demersal","day","coral","Oxycheilinus mentalis"
20,3.8,27.5631,31.0534,"benthic invertivore","demersal","day","coral","Oxycheilinus orientalis"
46,4.1,26.200125,30.07325,"benthic invertivore","demersal","day","coral","Oxycheilinus unifasciatus"
13,3.3,25.8008,30.8694,"benthic invertivore","benthic","day","coral","Oxycirrhites typus"
25,3.1,17.2806,22.136,"benthic invertivore","demersal","day","rock","Oxyjulis californica"
25,3.4,14.47,22.136,"benthic invertivore","demersal","day","rock","Oxylebius pictus"
12,3.3,25.723,31.382,"corallivore","demersal","day","coral","Oxymonacanthus longirostris"
55,3.2,19.8305,23.5525,"browsing herbivore","demersal","day","rock","Pachymetopon aeneum"
46,3.4,17.0692,19.301,"browsing herbivore","demersal","day","rock","Pachymetopon blochii"
65,3,18.43265,22.0406,"browsing herbivore","demersal","day","rock","Pachymetopon grande"
36,3.5,20.2585,26.441,"benthic invertivore","pelagic site attached","day","rock","Pagellus acarne"
60,3.4,21.0185,27.633,"benthic invertivore","demersal","day","rock","Pagellus erythrinus"
130,3.3,19.271,24.56,"benthic invertivore","demersal","day","rock","Pagrus auratus"
80,3.4,21.45185,23.93975,"benthic invertivore","demersal","day","rock","Pagrus auriga"
91,3.7,19.0856,28.2246,"benthic invertivore","demersal","day","rock","Pagrus pagrus"
30,2.9,17.1105,26.3384,"omnivore","benthic","day","rock","Parablennius gattorugine"
5.8,2.4,18.157975,26.43695,"browsing herbivore","benthic","day","rock","Parablennius incognitus"
12,2.4,20.2985,25.2,"browsing herbivore","benthic","day","rock","Parablennius intermedius"
8,3.3,18.9449,23.544,"benthic invertivore","benthic","day","rock","Parablennius laticlavius"
8.5,2.5,25.7433,30.505,"browsing herbivore","benthic","day","coral","Parablennius marmoreus"
12.7,3.2,19.007,26.441,"browsing herbivore","benthic","day","rock","Parablennius pilicornis"
8,2.6,18.419375,26.95975,"browsing herbivore","benthic","day","rock","Parablennius rouxi"
20,2.1,17.912,25.945,"scraping herbivore","benthic","day","rock","Parablennius sanguinolentus"
12.5,2.615316206,21.2765,23.895,"browsing herbivore","benthic","day","rock","Parablennius serratolineatus"
13,2.4,16.3515,22.373,"browsing herbivore","benthic","day","rock","Parablennius tasmanianus"
7,2.4,19.4857,29.0924,"browsing herbivore","benthic","day","rock","Parablennius zvonimiri"
50,3.4,24.44215,32.32425,"planktivore","pelagic site attached","day","coral","Paracaesio xanthura"
31,3.4,25.3143,30.6796,"omnivore","demersal","day","coral","Paracanthurus hepatus"
12,2.819349593,29.81025,31.1155,"browsing herbivore","demersal","day","coral","Paracentropyge multifasciata"
18,2.8,26.09195,32.101,"benthic invertivore","demersal","day","coral","Parachaetodon ocellatus"
7,3.20656191059469,29.78525,30.37505,"planktivore","benthic","day","coral","Paracheilinus cyaneus"
9,3.28645109493993,24.847,28.649,"planktivore","benthic","day","coral","Paracheilinus octotaenia"
20,3.6,26.42,30.332,"benthic invertivore","benthic","day","coral","Paracirrhites arcatus"
22,4.3,26.796,31.224,"higher carnivore","benthic","day","coral","Paracirrhites forsteri"
29,3.8,26.75825,29.973,"benthic invertivore","benthic","day","coral","Paracirrhites hemistictus"
8.1,3.5,28.033,29.477,"benthic invertivore","benthic","day","coral","Paracirrhites nisus"
10,3.5,28.056,29.477,"benthic invertivore","benthic","day","coral","Paracirrhites xanthus"
4,3.1,25.16,30.437,"benthic invertivore","benthic","day","coral","Paragobiodon echinocephalus"
4,2.11073088800833,27.243125,29.90335,"browsing herbivore","benthic","day","coral","Paragobiodon xanthosoma"
34,3.4,22.471,29.714,"benthic invertivore","demersal","day","rock","Parajulis poecilepterus"
50.8,4.5,23.405625,26.66625,"higher carnivore","demersal","day","coral","Paralabrax albomaculatus"
46.9711790120762,4.09024696763315,22.6302,29.4404,"higher carnivore","benthic","day","rock","Paralabrax auroguttatus"
72,3.9,16.778,22.136,"higher carnivore","demersal","day","rock","Paralabrax clathratus"
60,4.05424465501201,20.6733,29.254,"higher carnivore","benthic","day","rock","Paralabrax maculatofasciatus"
67,3.97520168139045,17.820925,22.136,"higher carnivore","benthic","day","rock","Paralabrax nebulifer"
11,2.7,26.3695,30.409,"omnivore","demersal","day","coral","Paraluteres prionurus"
12,2.8,25.0568,29.99,"browsing herbivore","demersal","day","rock","Paramonacanthus japonicus"
38,3.4,6.606625,10.73235,"benthic invertivore","benthic","night","rock","Paranotothenia magellanica"
35.6,3.8,25.4915,30.21,"planktivore","pelagic site attached","day","coral","Paranthias colonus"
30,3.1,27.7815,29.299,"planktivore","pelagic site attached","day","coral","Paranthias furcifer"
24,3.5,24.5808,30.0306,"benthic invertivore","benthic","day","sand","Parapercis australis"
24,3.6,26.422,31.419,"benthic invertivore","benthic","day","sand","Parapercis clathrata"
45,3.9,15.889,20.128,"benthic invertivore","benthic","day","rock","Parapercis colias"
11,3.4,18.667,23.993,"benthic invertivore","benthic","day","sand","Parapercis haackei"
29,3.6,26.6292667165919,30.6685465345144,"benthic invertivore","benthic","day","sand","Parapercis hexophtalma"
74.1,3.9,27.118,30.402,"benthic invertivore","benthic","day","sand","Parapercis lineopunctata"
18,3.5,26.901575,30.83595,"benthic invertivore","benthic","day","sand","Parapercis millepunctata"
15,3.5,27.6882,31.16675,"benthic invertivore","benthic","day","sand","Parapercis multiplicata"
18.6,3.5,26.41405,31.18125,"benthic invertivore","benthic","day","sand","Parapercis pacifica"
29,3.6,26.6292667165919,30.6685465345144,"benthic invertivore","benthic","day","sand","Parapercis queenslandica"
20,3.5,20.173,24.56,"benthic invertivore","benthic","day","sand","Parapercis ramsayi"
18,3.4,28.063625,30.48975,"benthic invertivore","benthic","day","sand","Parapercis schauinslandii"
11,3.4,23.182,31.136,"benthic invertivore","benthic","day","sand","Parapercis snyderi"
18,3.5,21.96425,27.7585,"benthic invertivore","benthic","day","sand","Parapercis stricticeps"
26,3.6,29.0705,30.543,"benthic invertivore","benthic","day","sand","Parapercis tetracantha"
12.7759114411736,3.39572994792863,26.4976144614315,30.4678063989655,"benthic invertivore","benthic","day","sand","Parapercis xanthogramma"
23,3.6,26.44975,30.6614,"benthic invertivore","benthic","day","sand","Parapercis xanthozona"
40,3.8,19.255,23.239,"benthic invertivore","demersal","night","rock","Paraplesiops bleekeri"
36,4,17.856,23.178,"benthic invertivore","demersal","night","rock","Paraplesiops meleagris"
8.3,3.6,23.8395,27.64,"benthic invertivore","demersal","night","rock","Paraplesiops poweri"
32.5,3.4,26.46,31.495,"benthic invertivore","demersal","night","coral","Paraplotosus butleri"
16,3.4,26.5525,30.31,"planktivore","demersal","night","coral","Parapriacanthus dispar"
14,3.5,18.2685,23.261,"benthic invertivore","demersal","night","rock","Parapriacanthus elongatus"
10,3.4,25.084075,30.873,"benthic invertivore","demersal","night","coral","Parapriacanthus ransonneti"
50,3.6,23.169,26.771,"benthic invertivore","demersal","night","rock","Parapristipoma octolineatum"
40,3.4,23.2895,31.136,"benthic invertivore","demersal","night","rock","Parapristipoma trilineatum"
60,3.2,18.1854,21.4318,"benthic invertivore","pelagic site attached","day","rock","Parascorpis typus"
24.6,3.5,15.102825,18.502,"planktivore","demersal","night","rock","Paratrachichthys trailli"
23,3.6,26.5946,30.91,"benthic invertivore","benthic","night","coral","Pareques acuminatus"
30,3.5,23.650175,26.2779,"benthic invertivore","benthic","night","coral","Pareques perissa"
25,3.5,26.306075,29.79415,"benthic invertivore","benthic","night","coral","Pareques viola"
22,3.3,17.8635,22.75,"benthic invertivore","pelagic site attached","night","sand","Parequula melbournensis"
100,3.5,19.3135,22.2,"benthic invertivore","demersal","day","rock","Paristiopterus gallipavo"
100,3.3,16.994,22.6065,"benthic invertivore","demersal","day","rock","Paristiopterus labiosus"
22,2,19.8315,24.92,"algal farmer","demersal","day","rock","Parma alboscapularis"
14,2.7,19.605,22.745,"browsing herbivore","demersal","day","rock","Parma bicolor"
22,2.7,20.726,24.381,"browsing herbivore","demersal","day","rock","Parma kermadecensis"
30,2.8,19.9045,23.311,"browsing herbivore","demersal","day","rock","Parma mccullochi"
20,2.7,18.7685,24.56,"browsing herbivore","demersal","day","rock","Parma microlepis"
30,2.7,20.5545,23.993,"browsing herbivore","demersal","day","rock","Parma occidentalis"
20,2.7,22.1555,28.141,"algal farmer","demersal","day","rock","Parma oligolepis"
21,2.7,21.869,25.039,"algal farmer","demersal","day","rock","Parma polylepis"
20,2.7,20.6,25.637,"browsing herbivore","demersal","day","rock","Parma unifasciata"
25,2.8,16.9185,22.065,"browsing herbivore","demersal","day","rock","Parma victoriae"
30,3.4,26.281,31.137,"benthic invertivore","demersal","day","sand","Parupeneus barberinoides"
60,3.4,26.620625,31.5415,"benthic invertivore","demersal","day","sand","Parupeneus barberinus"
55,3.5,23.806225,30.49645,"benthic invertivore","demersal","day","sand","Parupeneus chrysopleuron"
38,3.5,23.29925,30.4285,"benthic invertivore","demersal","day","sand","Parupeneus ciliatus"
35,3.5,27.4894,31.036,"benthic invertivore","demersal","day","sand","Parupeneus crassilabris"
50,4.2,26.51075,31.282,"higher carnivore","demersal","day","sand","Parupeneus cyclostomus"
28,3.3,25.9202,30.56275,"benthic invertivore","demersal","day","sand","Parupeneus forsskali"
36,3.4,26.93085,31.546,"benthic invertivore","demersal","day","sand","Parupeneus heptacanthus"
45,3.5,26.6755,31.31,"benthic invertivore","demersal","day","sand","Parupeneus indicus"
30,3.7,26.541,30.044,"benthic invertivore","demersal","day","sand","Parupeneus insularis"
40,3.5,27.78575,32.8685,"benthic invertivore","demersal","day","sand","Parupeneus macronemus"
35,3.5,25.6195,31.224,"benthic invertivore","demersal","day","sand","Parupeneus multifasciatus"
33,3.4,24.266,31.167,"benthic invertivore","demersal","day","sand","Parupeneus pleurostigma"
51,3.5,25.7285,27.392,"benthic invertivore","demersal","day","sand","Parupeneus porphyreus"
47,3.6,20.454,25.637,"benthic invertivore","demersal","day","sand","Parupeneus spilurus"
18,3.4,11.3073,18.287,"benthic invertivore","benthic","night","rock","Patagonotothen guntheri"
